vehicle_id,position_x,position_y,position_z,mvec_x,mvec_y,mvec_z,bbox_x_min,bbox_x_max,bbox_y_min,bbox_y_max,bbox_z_min,bbox_z_max
0,10.2063062548125,-17.954005122625,0.748866576,-0.0021565708948170226,-0.008819612624996864,0.2060364336,8.128677368,12.29870415,-19.27727509,-17.56117249,0.448866576,1.941278815
1,4.089633299419355,-23.562683105161288,0.6944316803999999,-1.0052016128803132e-05,-1.8456451584825118e-06,0.0,1.6612432,6.181771755,-24.7907486,-23.25415802,0.3944316804,1.561044097
2,10.398446970931035,-21.211340410689658,1.1542664051,3.2720344833592208e-06,-1.643620695546133e-06,7.748999999446227e-07,8.784775734,12.02878952,-22.03327179,-20.54862595,0.8542664051,2.023969173
6,22.990282239603175,5.396092149976191,0.7028861225,0.09759691663215975,0.0399170659037269,0.17751064900000002,21.83180237,25.15952301,4.9319720270000005,6.434343338,0.4028861225,1.487423897
10,27.448851623223685,-9.18211089292763,0.645524326,0.02583866569282378,-0.016691826705409696,0.13138839609999997,26.9825058,28.66565323,-11.6605444,-7.065714359499999,0.345524326,1.468685806
11,24.065703259244188,-8.532612345959302,0.6313370347,0.028844617776790926,0.13150035146460937,0.1511394829,23.68173981,25.06222153,-10.11251259,-7.022403717,0.3313370347,1.494133115
15,34.4608603115625,6.2682294249843755,0.6274083436,-0.003090568437492891,-0.04832619057622978,0.06457512085000006,34.0554924,35.59010315,4.176926136,8.630396843,0.3274083436,1.4402880075
16,27.617370592260276,-3.204547419061644,0.6354703784,-0.010232857999465494,0.05343784996108347,0.07032951710000002,26.55792809,29.42871857,-5.381583214,-1.433038712,0.3354703784,1.470572472
